iter	RMSE
163	0.09935673871
164	0.09918466641
165	0.09901570339
166	0.09880340276
167	0.09864329942
168	0.0984466205
169	0.09825369259
170	0.09813288027
171	0.09787851915
172	0.09777439339
173	0.09747979824
174	0.09737094709
175	0.09716606294
176	0.09702624998
177	0.09677062318
178	0.09668413564
179	0.09655925857
180	0.09627972014
181	0.09594335095
182	0.09565672838
183	0.09555628936
184	0.0954226753
185	0.09517338754
186	0.09496969432
187	0.09472311502
188	0.09449543223
189	0.09430840443
190	0.09418395322
191	0.09413747245
192	0.09388294455
193	0.09374883267
194	0.09366175472
195	0.09360387738
196	0.0933999992
197	0.09322455221
198	0.09301417505
199	0.09275141357
200	0.09251670299
201	0.09239446235
202	0.09229182281
203	0.09207334016
204	0.09199380135
205	0.09181864684
206	0.09175123803
207	0.09154513019
208	0.09132465706
209	0.09117174102
210	0.09098304019
211	0.09091741972
212	0.09086373735
213	0.09080330133
214	0.09063460972
215	0.09044683168
216	0.09032518677
217	0.09019617345
218	0.08994035569
219	0.08978896187
220	0.08965271134
221	0.08946257559
222	0.08922066377
223	0.08900783396
224	0.08881139931
225	0.08855529326
226	0.08842283561
227	0.08829206852
228	0.08818125703
229	0.08814713502
230	0.08806493642
231	0.08790764051
232	0.08778231934
233	0.08760591905
234	0.08752800237
235	0.08730634579
236	0.08706185505
237	0.0869641447
238	0.08692274084
239	0.08673653112
240	0.08657528425
241	0.08643345971
242	0.08639537099
243	0.08636423017
244	0.08616949425
245	0.08605433316
246	0.08584058511
247	0.08566688545
248	0.08562838462
249	0.08552521824
250	0.08541268345
251	0.08516590458
252	0.0850767243
253	0.08495570249
254	0.08483461707
255	0.08473129959
256	0.08465665232
257	0.08461267543
258	0.08457227915
259	0.0844092539
260	0.08433860912
261	0.0842312212
262	0.08419967564
263	0.08402117685
264	0.08393313434
265	0.08381539824
266	0.08369411089
267	0.08356042701
268	0.08353314132
269	0.08338507462
270	0.08322662068
271	0.08306468352
272	0.08285385079
273	0.08282200853
274	0.0826257657
275	0.08251896435
276	0.08243517137
277	0.08226045626
278	0.08205621256
279	0.0819005289
280	0.08178738698
281	0.0816156407
282	0.08156897062
283	0.08153398677
284	0.08140291573
285	0.08120411759
286	0.08105746851
287	0.08096986107
288	0.08080466261
289	0.08066711822
290	0.08049710444
291	0.08034521283
292	0.08032260871
293	0.08018764764
294	0.08003762011
295	0.0799148489
296	0.07975196795
297	0.07969276926
298	0.07956997441
299	0.07953109931
300	0.07937151915
301	0.07926473525
302	0.07909311163
303	0.07907359291
304	0.07897087569
305	0.07879503702
306	0.07868018447
307	0.07853416683
308	0.07845452158
309	0.07838059608
310	0.07830682017
311	0.07820649394
312	0.07805454691
313	0.07790697186
314	0.07776313655
315	0.07758636323
316	0.07744668849
317	0.07732930054
318	0.07720082455
319	0.07703651953
320	0.07688340616
321	0.07671330677
322	0.07655214148
323	0.07647850626
324	0.0763702652
325	0.07623545454
326	0.07613282562
327	0.07610116508
328	0.07606468344
329	0.07604895426
330	0.07585695198
331	0.07583667961
332	0.07563658232
333	0.07548226832
334	0.0754656058
335	0.07531470409
336	0.07516119861
337	0.07509432552
338	0.07505158809
339	0.07503508572
340	0.07487924423
341	0.07472629216
342	0.07456637439
343	0.07446483722
344	0.07434586611
345	0.07421008377
346	0.0741283042
347	0.07393250299
348	0.07381016234
349	0.07367771305
350	0.07347159503
351	0.07332981477
352	0.07324494364
353	0.07314025808
354	0.07301430414
355	0.07285229376
356	0.07269313485
357	0.07256538642
358	0.07255437741
359	0.07250050893
360	0.072360112
361	0.07231830143
362	0.07219486248
363	0.07217690483
364	0.07205432225
365	0.07188163473
366	0.07173086198
367	0.07159260071
368	0.0714755548
369	0.07135112497
370	0.0712408197
371	0.07110033641
372	0.07096935258
373	0.07082544398
374	0.07070578961
375	0.07057204522
376	0.07047254482
377	0.07046021255
378	0.07034313682
379	0.07032930846
380	0.0702447367
381	0.07023340518
382	0.07012342293
383	0.07005858301
384	0.06994423386
385	0.06981712835
386	0.069706399
387	0.0696250514
388	0.06955647468
389	0.06944309084
390	0.0693601719
391	0.06925051139
392	0.0691281877
393	0.06900446362
394	0.06890886515
395	0.06878034081
396	0.06864288022
397	0.06852669076
398	0.06845124275
399	0.06838098639
400	0.06836941683
401	0.06826960914
402	0.06817735206
403	0.0680606604
404	0.06795561639
405	0.06784108807
406	0.06777137728
407	0.06767370787
408	0.06766547136
409	0.06751298323
410	0.06741905754
411	0.06740658813
412	0.06739788743
413	0.06735255897
414	0.06726508506
415	0.06725626719
416	0.06718991773
417	0.06704049018
418	0.06689209624
419	0.06680299861
420	0.06663619433
421	0.06660871398
422	0.06650085154
423	0.0663848137
424	0.06637580972
425	0.06630795728
426	0.0662061204
427	0.06619796596
428	0.06615440856
429	0.06601909578
430	0.0660111972
431	0.06585825435
432	0.06572392335
433	0.06562592429
434	0.06552119716
435	0.06540034113
436	0.06539311835
437	0.06526397855
438	0.06516617118
439	0.06515891707
440	0.06509165989
441	0.06493886422
442	0.06481609277
443	0.0647469758
444	0.06461716829
445	0.06452860064
446	0.06439856531
447	0.06439129888
448	0.06431441231
449	0.06416595245
450	0.06406166058
451	0.06395952534
452	0.06384653372
453	0.06376884715
454	0.06367981253
455	0.06358394414
456	0.0634719939
457	0.06339356265
458	0.06327991946
459	0.0631786678
460	0.06305265268
461	0.06297241943
462	0.06291706822
463	0.06284498871
464	0.06276660214
465	0.06264620943
466	0.06253155271
467	0.06252393994
468	0.06236276967
469	0.06220081972
470	0.06211542511
471	0.06208389204
472	0.06192409549
473	0.06185380007
474	0.06184766973
475	0.06174290885
476	0.06165759704
477	0.06158396634
478	0.06148033617
479	0.06133795508
480	0.06125676161
481	0.06112009204
482	0.06101067723
483	0.0609254326
484	0.0608859486
485	0.06079623288
486	0.06071363945
487	0.06064020571
488	0.060568262
489	0.06046951152
490	0.06040848048
491	0.06034101834
492	0.06024485588
493	0.06020691994
494	0.06015315725
495	0.06006712853
496	0.05999170038
497	0.05991962227
498	0.05987386045
499	0.0598043993
500	0.05970032665
501	0.05966691661
502	0.0596602659
503	0.05957667642
504	0.05951684288
505	0.05946060733
506	0.0593737983
507	0.05924945064
508	0.05916481969
509	0.0591262567
510	0.05902837025
511	0.05895441443
512	0.05887621271
513	0.05878140855
514	0.05867046367
515	0.05858472941
516	0.05846630892
517	0.05845704274
518	0.05839577977
519	0.05833388059
520	0.05826829536
521	0.05818302065
522	0.05807693874
523	0.05798643462
524	0.05792827241
525	0.0579229141
526	0.05785554806
527	0.05776680796
528	0.05768089545
529	0.05760484394
530	0.05755934073
531	0.05746993699
532	0.05740178269
533	0.05737389455
534	0.05729647307
535	0.05722069344
536	0.05713042778
537	0.05709009474
538	0.05701851985
539	0.05695901822
540	0.05687618792
541	0.05683667849
542	0.0567279242
543	0.05672275102
544	0.05666136175
545	0.05665302663
546	0.05654126601
547	0.05642628048
548	0.05636114718
549	0.05626999589
550	0.05615674292
551	0.05605054129
552	0.05599055026
553	0.05591427489
554	0.05583671242
555	0.05577274657
556	0.05566954471
557	0.05558300298
558	0.05554303555
559	0.05543813176
560	0.05535245642
561	0.05527796715
562	0.05523609907
563	0.05515568485
564	0.0550752668
565	0.05500306811
566	0.05491584372
567	0.05484927784
568	0.05479090439
569	0.05467487265
570	0.05460436848
571	0.05454638758
572	0.05452044324
573	0.05451584784
574	0.05441175571
575	0.05432468179
576	0.05431438785
577	0.05423493994
578	0.0541692826
579	0.05408441802
580	0.05407629321
581	0.05401768107
582	0.05390597639
583	0.05381800346
584	0.05375376613
585	0.05370487628
586	0.05365862511
587	0.05359579426
588	0.05358628458
589	0.05353208117
590	0.05347011863
591	0.05346522495
592	0.05345635715
593	0.05337589609
594	0.05327497894
595	0.05319940402
596	0.05312082995
597	0.05310619612
598	0.05310085538
599	0.05302705734
600	0.0529446637
601	0.05284978472
602	0.05279456355
603	0.05270406874
604	0.05266586458
605	0.05260215774
606	0.05259408128
607	0.05252700824
608	0.0524695884
609	0.0523689936
610	0.05230216119
611	0.05221565672
612	0.05218051342
613	0.05214058415
614	0.05208376724
615	0.05201405307
616	0.05193718997
617	0.05188550573
618	0.05182494084
619	0.05170118862
620	0.05169114735
621	0.05161227987
622	0.05154701302
623	0.05147759362
624	0.05144542405
625	0.05138928391
626	0.05130663051
627	0.05127764872
628	0.0512097799
629	0.05109650109
630	0.0510382185
631	0.05094651517
632	0.05084285913
633	0.0507651539
634	0.05069897482
635	0.05065071109
636	0.05055134064
637	0.05048969195
638	0.05039077691
639	0.05033527176
640	0.05030269787
641	0.0502540714
642	0.05018241789
643	0.05012179413
644	0.05008699102
645	0.050060621
646	0.05000105431
647	0.04993378565
648	0.04986795128
649	0.04979882842
650	0.04974431817
651	0.0496898423
652	0.04960435768
653	0.04953227189
654	0.04947829796
655	0.04940357923
656	0.04932953527
657	0.04926041996
658	0.04921758879
659	0.04913741539
660	0.04906847487
661	0.04897468341
662	0.04891794171
663	0.04884943562
664	0.04881204292
665	0.04876055971
666	0.04871176748
667	0.04870690121
668	0.04862326726
669	0.04855048058
670	0.0484947189
671	0.04845080381
672	0.04839281474
673	0.04838000521
674	0.04832297247
675	0.04826642829
676	0.04818669599
677	0.0481103027
678	0.04806333042
679	0.04794692896
680	0.04787571022
681	0.04787036273
682	0.04775746906
683	0.0477108219
684	0.04766202408
685	0.0476078303
686	0.04755642094
687	0.04751418902
688	0.04745556404
689	0.04737537217
690	0.04734465233
691	0.0472971558
692	0.04729040395
693	0.0472283406
694	0.0471582311
695	0.04712393327
696	0.04706291645
697	0.04701368654
698	0.04696846473
699	0.04691934177
700	0.04686712337
701	0.04682125887
702	0.04677300302
703	0.04671381189
704	0.04664575057
705	0.04660670482
706	0.04656268669
707	0.0465205208
708	0.04651326341
709	0.04647443319
710	0.04643708446
711	0.04639668318
712	0.0463395056
713	0.04629081756
714	0.0461916357
715	0.04612394276
716	0.04608443439
717	0.04602963633
718	0.04600432896
719	0.04593930106
720	0.04585693507
721	0.04580316602
722	0.0457454077
723	0.04571305741
724	0.04564887861
725	0.0455752246
726	0.04545827037
727	0.04541268565
728	0.04531483275
729	0.04526103046
730	0.04525136727
731	0.04519844115
732	0.04513513551
733	0.04512955991
734	0.04510220082
735	0.04509624536
736	0.04503219966
737	0.04496510264
738	0.04493991486
739	0.04485282208
740	0.0447959793
741	0.04476226246
742	0.04470833713
743	0.04463941804
744	0.04458792465
745	0.04455192189
746	0.04449724228
747	0.04444691067
748	0.04438449744
749	0.04431873088
750	0.04425894272
751	0.04417043688
752	0.04409922755
753	0.04402354868
754	0.04398436234
755	0.0439217984
756	0.04391462378
757	0.04388989464
758	0.04379647774
759	0.04373919679
760	0.04368154806
761	0.04361151727
762	0.04355976227
763	0.0435345744
764	0.04350765597
765	0.04348485199
766	0.04343760588
767	0.04337346831
768	0.04330813247
769	0.04325966667
770	0.04321438524
771	0.0432084143
772	0.04317720805
773	0.04315134177
774	0.04307467413
775	0.04302168116
776	0.04294408957
777	0.04288665989
778	0.04285192063
779	0.04276170039
780	0.04273573474
781	0.04263368931
782	0.04260935409
783	0.04253728349
784	0.04247139041
785	0.04242426929
786	0.04242075961
787	0.04237662137
788	0.04232860108
789	0.04230592851
790	0.04225954034
791	0.04220850973
792	0.04215634571
793	0.04215191492
794	0.04209911234
795	0.04207914065
796	0.04199966144
797	0.04192663337
798	0.04189030126
799	0.04180920744
800	0.04179218317
801	0.04178900161
802	0.04174397374
803	0.04169719151
804	0.04161878958
805	0.04156254915
806	0.0415533613
807	0.04150263499
808	0.04145713148
809	0.0414354685
810	0.04137816074
811	0.04134414572
812	0.04132902188
813	0.04129216161
814	0.04123849084
815	0.04120916996
816	0.04116845009
817	0.04113816609
818	0.0410991363
819	0.04109449606
820	0.04106355553
821	0.04102489164
822	0.04102081925
823	0.04097912806
824	0.04093930367
825	0.0408930572
826	0.04085984454
827	0.04080722783
828	0.04074788101
829	0.04070960935
830	0.04068339282
831	0.04065771311
832	0.04063200064
833	0.04061480626
834	0.04055962451
835	0.04052150281
836	0.04046657855
837	0.04041765851
838	0.0403985833
839	0.04036576372
840	0.04030582755
841	0.04027550474
842	0.04022415571
843	0.04019392765
844	0.0401544133
845	0.04010883299
846	0.04005889047
847	0.04000203642
848	0.03997609578
849	0.03995915023
850	0.03992382082
851	0.03987942081
852	0.03984143434
853	0.03982554096
854	0.03978623626
855	0.03973137477
856	0.03968179178
857	0.03966202568
858	0.0396067985
859	0.03954309477
860	0.03948796867
861	0.03948509107
862	0.03943907303
863	0.03938608753
864	0.03934927169
865	0.03929294415
866	0.0392555729
867	0.03920671668
868	0.03915312897
869	0.03910758064
870	0.03907750379
871	0.03900310764
872	0.03895286726
873	0.03887439138
874	0.03882552605
875	0.03876693345
876	0.03872553274
877	0.03867436349
878	0.03863099194
879	0.03857095101
880	0.03856291204
881	0.03854109227
882	0.0385084833
883	0.03845365525
884	0.03839866285
885	0.03835581496
886	0.03830077392
887	0.03827804793
888	0.03819616806
889	0.03814605206
890	0.0380990515
891	0.03807379703
892	0.03802041524
893	0.03800605792
894	0.03795597706
895	0.03791811864
896	0.0378711746
897	0.03781454854
898	0.03779654634
899	0.03776493193
900	0.03774679644
901	0.03769411672
902	0.03768157666
903	0.03763650565
904	0.03759763161
905	0.03759485853
906	0.03759062985
907	0.03755871332
908	0.03752413354
909	0.03752154365
910	0.0375167399
911	0.0375122043
912	0.03745867744
913	0.03744541164
914	0.03740582077
915	0.03735824372
916	0.03729966596
917	0.03728114188
918	0.03723000979
919	0.03719879901
920	0.0371538274
921	0.03712451049
922	0.03707690906
923	0.03704901957
924	0.03704497139
925	0.03701197462
926	0.03696784436
927	0.03696097874
928	0.03692192182
929	0.03689287565
930	0.0368666775
931	0.03680941568
932	0.03679684344
933	0.03677592359
934	0.03676243078
935	0.03675074642
936	0.03672881879
937	0.03667983462
938	0.03666190699
939	0.03664515002
940	0.03663293191
941	0.0365859261
942	0.03653891837
943	0.03648793892
944	0.0364500774
945	0.03640369636
946	0.03636368839
947	0.03636103517
948	0.03631772907
949	0.03628021203
950	0.03625176701
951	0.03620760569
952	0.03618415217
953	0.03614768534
954	0.03612514414
955	0.03606619671
956	0.03600568956
957	0.03596317258
958	0.03593268115
959	0.03590242642
960	0.03586388171
961	0.03584624197
962	0.03581854315
963	0.03576095119
964	0.03574519005
965	0.03570432399
966	0.03567872772
967	0.03562674257
968	0.03559214869
969	0.03555143411
970	0.03554300473
971	0.03550420977
972	0.03542383312
973	0.03537920061
974	0.03532867557
975	0.03532260043
976	0.03526293808
977	0.03519621048
978	0.03515499151
979	0.03510931124
980	0.03504113917
981	0.03501750405
982	0.03500996646
983	0.03498029764
984	0.03491030973
985	0.03486773345
986	0.03483623205
987	0.03479234725
988	0.03476200318
989	0.03471946204
990	0.03467801878
991	0.03464925734
992	0.03463659662
993	0.03459850377
994	0.03454715493
995	0.03454500453
996	0.03450679866
997	0.03448677468
998	0.03446308857
999	0.03443704797
